municipality,state,distributor,regulated_tariff,tariff_start,tariff_end,multiple_distributors
COIVARAS,PI,"EQUATORIAL PI",0.94669,2026-01-01,2026-12-01,0
"NOVO SANTO ANTONIO",PI,"EQUATORIAL PI",0.94669,2026-01-01,2026-12-01,0
AMARANTE,PI,"EQUATORIAL PI",0.94669,2026-01-01,2026-12-01,0
AROAZES,PI,"EQUATORIAL PI",0.94669,2026-01-01,2026-12-01,0
"SANTA CRUZ DOS MILAGRES",PI,"EQUATORIAL PI",0.94669,2026-01-01,2026-12-01,0
"BAIXA GRANDE DO RIBEIRO",PI,"EQUATORIAL PI",0.94669,2026-01-01,2026-12-01,0
"RIBEIRO GONCALVES",PI,"EQUATORIAL PI",0.94669,2026-01-01,2026-12-01,0
BARRAS,PI,"EQUATORIAL PI",0.94669,2026-01-01,2026-12-01,0
"BOA HORA",PI,"EQUATORIAL PI",0.94669,2026-01-01,2026-12-01,0
"CABECEIRAS DO PIAUI",PI,"EQUATORIAL PI",0.94669,2026-01-01,2026-12-01,0
"BARRO DURO",PI,"EQUATORIAL PI",0.94669,2026-01-01,2026-12-01,0
"OLHO D'AGUA DO PIAUI",PI,"EQUATORIAL PI",0.94669,2026-01-01,2026-12-01,0
"PASSAGEM FRANCA DO PIAUI",PI,"EQUATORIAL PI",0.94669,2026-01-01,2026-12-01,0
BERTOLINIA,PI,"EQUATORIAL PI",0.94669,2026-01-01,2026-12-01,0
CANAVIEIRA,PI,"EQUATORIAL PI",0.94669,2026-01-01,2026-12-01,0
"SEBASTIAO LEAL",PI,"EQUATORIAL PI",0.94669,2026-01-01,2026-12-01,0
"BOM JESUS",PI,"EQUATORIAL PI",0.94669,2026-01-01,2026-12-01,0
CURRAIS,PI,"EQUATORIAL PI",0.94669,2026-01-01,2026-12-01,0
"BREJO DO PIAUI",PI,"EQUATORIAL PI",0.94669,2026-01-01,2026-12-01,0
"TAMBORIL DO PIAUI",PI,"EQUATORIAL PI",0.94669,2026-01-01,2026-12-01,0
"BURITI DOS LOPES",PI,"EQUATORIAL PI",0.94669,2026-01-01,2026-12-01,0
"CARAUBAS DO PIAUI",PI,"EQUATORIAL PI",0.94669,2026-01-01,2026-12-01,0
CAXINGO,PI,"EQUATORIAL PI",0.94669,2026-01-01,2026-12-01,0
"CAMPINAS DO PIAUI",PI,"EQUATORIAL PI",0.94669,2026-01-01,2026-12-01,0
"ISAIAS COELHO",PI,"EQUATORIAL PI",0.94669,2026-01-01,2026-12-01,0
"CAMPO MAIOR",PI,"EQUATORIAL PI",0.94669,2026-01-01,2026-12-01,0
CARACOL,PI,"EQUATORIAL PI",0.94669,2026-01-01,2026-12-01,0
GUARIBAS,PI,"EQUATORIAL PI",0.94669,2026-01-01,2026-12-01,0
"BURITI DOS MONTES",PI,"EQUATORIAL PI",0.94669,2026-01-01,2026-12-01,0
"CASTELO DO PIAUI",PI,"EQUATORIAL PI",0.94669,2026-01-01,2026-12-01,0
"BOM PRINCIPIO DO PIAUI",PI,"EQUATORIAL PI",0.94669,2026-01-01,2026-12-01,0
COCAL,PI,"EQUATORIAL PI",0.94669,2026-01-01,2026-12-01,0
"COCAL DOS ALVES",PI,"EQUATORIAL PI",0.94669,2026-01-01,2026-12-01,0
"BELA VISTA DO PIAUI",PI,"EQUATORIAL PI",0.94669,2026-01-01,2026-12-01,0
"CONCEICAO DO CANINDE",PI,"EQUATORIAL PI",0.94669,2026-01-01,2026-12-01,0
"SAO FRANCISCO DE ASSIS DO PIAUI",PI,"EQUATORIAL PI",0.94669,2026-01-01,2026-12-01,0
"CORONEL JOSE DIAS",PI,"EQUATORIAL PI",0.94669,2026-01-01,2026-12-01,0
"DOM INOCENCIO",PI,"EQUATORIAL PI",0.94669,2026-01-01,2026-12-01,0
"DOM EXPEDITO LOPES",PI,"EQUATORIAL PI",0.94669,2026-01-01,2026-12-01,0
PAQUETA,PI,"EQUATORIAL PI",0.94669,2026-01-01,2026-12-01,0
"SANTA CRUZ DO PIAUI",PI,"EQUATORIAL PI",0.94669,2026-01-01,2026-12-01,0
"WALL FERRAZ",PI,"EQUATORIAL PI",0.94669,2026-01-01,2026-12-01,0
"DEMERVAL LOBAO",PI,"EQUATORIAL PI",0.94669,2026-01-01,2026-12-01,0
"LAGOA DO PIAUI",PI,"EQUATORIAL PI",0.94669,2026-01-01,2026-12-01,0
"MONSENHOR GIL",PI,"EQUATORIAL PI",0.94669,2026-01-01,2026-12-01,0
"DIRCEU ARCOVERDE",PI,"EQUATORIAL PI",0.94669,2026-01-01,2026-12-01,0
"FARTURA DO PIAUI",PI,"EQUATORIAL PI",0.94669,2026-01-01,2026-12-01,0
"SAO LOURENCO DO PIAUI",PI,"EQUATORIAL PI",0.94669,2026-01-01,2026-12-01,0
"ELESBAO VELOSO",PI,"EQUATORIAL PI",0.94669,2026-01-01,2026-12-01,0
"SAO FELIX DO PIAUI",PI,"EQUATORIAL PI",0.94669,2026-01-01,2026-12-01,0
"SAO MIGUEL DA BAIXA GRANDE",PI,"EQUATORIAL PI",0.94669,2026-01-01,2026-12-01,0
"ELISEU MARTINS",PI,"EQUATORIAL PI",0.94669,2026-01-01,2026-12-01,0
"MANOEL EMIDIO",PI,"EQUATORIAL PI",0.94669,2026-01-01,2026-12-01,0
BATALHA,PI,"EQUATORIAL PI",0.94669,2026-01-01,2026-12-01,0
ESPERANTINA,PI,"EQUATORIAL PI",0.94669,2026-01-01,2026-12-01,0
"MORRO DO CHAPEU DO PIAUI",PI,"EQUATORIAL PI",0.94669,2026-01-01,2026-12-01,0
FLORIANO,PI,"EQUATORIAL PI",0.94669,2026-01-01,2026-12-01,0
"CALDEIRAO GRANDE DO PIAUI",PI,"EQUATORIAL PI",0.94669,2026-01-01,2026-12-01,0
"FRANCISCO MACEDO",PI,"EQUATORIAL PI",0.94669,2026-01-01,2026-12-01,0
MARCOLANDIA,PI,"EQUATORIAL PI",0.94669,2026-01-01,2026-12-01,0
FRONTEIRAS,PI,"EQUATORIAL PI",0.94669,2026-01-01,2026-12-01,0
"PIO IX",PI,"EQUATORIAL PI",0.94669,2026-01-01,2026-12-01,0
"SAO JULIAO",PI,"EQUATORIAL PI",0.94669,2026-01-01,2026-12-01,0
"BARREIRAS DO PIAUI",PI,"EQUATORIAL PI",0.94669,2026-01-01,2026-12-01,0
GILBUES,PI,"EQUATORIAL PI",0.94669,2026-01-01,2026-12-01,0
AJURICABA,RS,RGE,0.8222,2026-01-01,2026-06-18,1
"ANTONIO PRADO",RS,RGE,0.8222,2026-01-01,2026-06-18,0
IPE,RS,RGE,0.8222,2026-01-01,2026-06-18,0
"NOVA ROMA DO SUL",RS,RGE,0.8222,2026-01-01,2026-06-18,0
ARATIBA,RS,RGE,0.8222,2026-01-01,2026-06-18,0
"BARAO DE COTEGIPE",RS,RGE,0.8222,2026-01-01,2026-06-18,0
"BARRA DO RIO AZUL",RS,RGE,0.8222,2026-01-01,2026-06-18,0
"ITATIBA DO SUL",RS,RGE,0.8222,2026-01-01,2026-06-18,0
ARVOREZINHA,RS,RGE,0.8222,2026-01-01,2026-06-18,0
"BARROS CASSAL",RS,RGE,0.8222,2026-01-01,2026-06-18,1
"FONTOURA XAVIER",RS,RGE,0.8222,2026-01-01,2026-06-18,1
ITAPUCA,RS,RGE,0.8222,2026-01-01,2026-06-18,0
MORMACO,RS,RGE,0.8222,2026-01-01,2026-06-18,1
SOLEDADE,RS,RGE,0.8222,2026-01-01,2026-06-18,0
"AUGUSTO PESTANA",RS,RGE,0.8222,2026-01-01,2026-06-18,1
"BENTO GONCALVES",RS,RGE,0.8222,2026-01-01,2026-06-18,0
"BOM JESUS",RS,RGE,0.8222,2026-01-01,2026-06-18,0
CACHOEIRINHA,RS,RGE,0.8222,2026-01-01,2026-06-18,0
"CAMBARA DO SUL",RS,RGE,0.8222,2026-01-01,2026-06-18,0
"CAMPESTRE DA SERRA",RS,RGE,0.8222,2026-01-01,2026-06-18,0
"MONTE ALEGRE DOS CAMPOS",RS,RGE,0.8222,2026-01-01,2026-06-18,0
"CAMPINAS DO SUL",RS,RGE,0.8222,2026-01-01,2026-06-18,0
ERECHIM,RS,RGE,0.8222,2026-01-01,2026-06-18,0
JACUTINGA,RS,RGE,0.8222,2026-01-01,2026-06-18,0
"PONTE PRETA",RS,RGE,0.8222,2026-01-01,2026-06-18,0
"CAMPINA DAS MISSOES",RS,RGE,0.8222,2026-01-01,2026-06-18,1
"CANDIDO GODOI",RS,RGE,0.8222,2026-01-01,2026-06-18,1
"SANTO CRISTO",RS,RGE,0.8222,2026-01-01,2026-06-18,1
"SENADOR SALGADO FILHO",RS,RGE,0.8222,2026-01-01,2026-06-18,1
UBIRETAMA,RS,RGE,0.8222,2026-01-01,2026-06-18,1
CANELA,RS,RGE,0.8222,2026-01-01,2026-06-18,0
GRAMADO,RS,RGE,0.8222,2026-01-01,2026-06-18,0
BARAO,RS,RGE,0.8222,2026-01-01,2026-06-18,1
"BOA VISTA DO SUL",RS,RGE,0.8222,2026-01-01,2026-06-18,1
"CARLOS BARBOSA",RS,RGE,0.8222,2026-01-01,2026-06-18,1
"CAXIAS DO SUL",RS,RGE,0.8222,2026-01-01,2026-06-18,0
"CERRO LARGO",RS,RGE,0.8222,2026-01-01,2026-06-18,1
"GUARANI DAS MISSOES",RS,RGE,0.8222,2026-01-01,2026-06-18,1
"ROQUE GONZALES",RS,RGE,0.8222,2026-01-01,2026-06-18,1
"SALVADOR DAS MISSOES",RS,RGE,0.8222,2026-01-01,2026-06-18,1
"SAO PAULO DAS MISSOES",RS,RGE,0.8222,2026-01-01,2026-06-18,1
"SAO PEDRO DO BUTIA",RS,RGE,0.8222,2026-01-01,2026-06-18,1
"SETE DE SETEMBRO",RS,RGE,0.8222,2026-01-01,2026-06-18,1
CHARRUA,RS,RGE,0.8222,2026-01-01,2026-06-18,1
"CERRO GRANDE",RS,RGE,0.8222,2026-01-01,2026-06-18,1
CONSTANTINA,RS,RGE,0.8222,2026-01-01,2026-06-18,0
"ENGENHO VELHO",RS,RGE,0.8222,2026-01-01,2026-06-18,0
"LIBERATO SALZANO",RS,RGE,0.8222,2026-01-01,2026-06-18,1
"NOVO TIRADENTES",RS,RGE,0.8222,2026-01-01,2026-06-18,1
BRAGA,RS,RGE,0.8222,2026-01-01,2026-06-18,1
"CORONEL BICACO",RS,RGE,0.8222,2026-01-01,2026-06-18,1
MIRAGUAI,RS,RGE,0.8222,2026-01-01,2026-06-18,1
REDENTORA,RS,RGE,0.8222,2026-01-01,2026-06-18,1
COTIPORA,RS,RGE,0.8222,2026-01-01,2026-06-18,0
"FAGUNDES VARELA",RS,RGE,0.8222,2026-01-01,2026-06-18,0
"VILA FLORES",RS,RGE,0.8222,2026-01-01,2026-06-18,0
CRISSIUMAL,RS,RGE,0.8222,2026-01-01,2026-06-18,0
"ESPERANCA DO SUL",RS,RGE,0.8222,2026-01-01,2026-06-18,0
"TIRADENTES DO SUL",RS,RGE,0.8222,2026-01-01,2026-06-18,0
"CRUZ ALTA",RS,RGE,0.8222,2026-01-01,2026-06-18,1
PEJUCARA,RS,RGE,0.8222,2026-01-01,2026-06-18,1
"BENJAMIN CONSTANT DO SUL",RS,RGE,0.8222,2026-01-01,2026-06-18,0
"ENTRE RIOS DO SUL",RS,RGE,0.8222,2026-01-01,2026-06-18,0
"ERVAL GRANDE",RS,RGE,0.8222,2026-01-01,2026-06-18,0
FAXINALZINHO,RS,RGE,0.8222,2026-01-01,2026-06-18,0
"SAO VALENTIM",RS,RGE,0.8222,2026-01-01,2026-06-18,0
CAIBATE,RS,RGE,0.8222,2026-01-01,2026-06-18,1
CATUIPE,RS,RGE,0.8222,2026-01-01,2026-06-18,1
"CORONEL BARROS",RS,RGE,0.8222,2026-01-01,2026-06-18,1
ENTRE-IJUIS,RS,RGE,0.8222,2026-01-01,2026-06-18,1
"SANTO ANGELO",RS,RGE,0.8222,2026-01-01,2026-06-18,1
"VITORIA DAS MISSOES",RS,RGE,0.8222,2026-01-01,2026-06-18,1
ERNESTINA,RS,RGE,0.8222,2026-01-01,2026-06-18,1
ESMERALDA,RS,RGE,0.8222,2026-01-01,2026-06-18,0
"LAGOA VERMELHA",RS,RGE,0.8222,2026-01-01,2026-06-18,1
ESTACAO,RS,RGE,0.8222,2026-01-01,2026-06-18,1
"GETULIO VARGAS",RS,RGE,0.8222,2026-01-01,2026-06-18,1
"IPIRANGA DO SUL",RS,RGE,0.8222,2026-01-01,2026-06-18,0
PONTAO,RS,RGE,0.8222,2026-01-01,2026-06-18,1
SERTAO,RS,RGE,0.8222,2026-01-01,2026-06-18,1
FARROUPILHA,RS,RGE,0.8222,2026-01-01,2026-06-18,1
"FLORES DA CUNHA",RS,RGE,0.8222,2026-01-01,2026-06-18,0
"NOVA PADUA",RS,RGE,0.8222,2026-01-01,2026-06-18,0
"FREDERICO WESTPHALEN",RS,RGE,0.8222,2026-01-01,2026-06-18,1
"TAQUARUCU DO SUL",RS,RGE,0.8222,2026-01-01,2026-06-18,1
GARIBALDI,RS,RGE,0.8222,2026-01-01,2026-06-18,0
AUREA,RS,RGE,0.8222,2026-01-01,2026-06-18,0
"CARLOS GOMES",RS,RGE,0.8222,2026-01-01,2026-06-18,0
CENTENARIO,RS,RGE,0.8222,2026-01-01,2026-06-18,0
"FLORIANO PEIXOTO",RS,RGE,0.8222,2026-01-01,2026-06-18,1
GAURAMA,RS,RGE,0.8222,2026-01-01,2026-06-18,0
GIRUA,RS,RGE,0.8222,2026-01-01,2026-06-18,1
GLORINHA,RS,RGE,0.8222,2026-01-01,2026-06-18,0
GRAVATAI,RS,RGE,0.8222,2026-01-01,2026-06-18,1
"ANTA GORDA",RS,RGE,0.8222,2026-01-01,2026-06-18,0
"DOIS LAJEADOS",RS,RGE,0.8222,2026-01-01,2026-06-18,0
GUAPORE,RS,RGE,0.8222,2026-01-01,2026-06-18,0
ILOPOLIS,RS,RGE,0.8222,2026-01-01,2026-06-18,1
PUTINGA,RS,RGE,0.8222,2026-01-01,2026-06-18,1
"SAO JOSE DO HERVAL",RS,RGE,0.8222,2026-01-01,2026-06-18,1
"SAO VALENTIM DO SUL",RS,RGE,0.8222,2026-01-01,2026-06-18,0
"SERAFINA CORREA",RS,RGE,0.8222,2026-01-01,2026-06-18,0
"UNIAO DA SERRA",RS,RGE,0.8222,2026-01-01,2026-06-18,0
"DOUTOR MAURICIO CARDOSO",RS,RGE,0.8222,2026-01-01,2026-06-18,0
HORIZONTINA,RS,RGE,0.8222,2026-01-01,2026-06-18,0
"NOVO MACHADO",RS,RGE,0.8222,2026-01-01,2026-06-18,0
TUCUNDUVA,RS,RGE,0.8222,2026-01-01,2026-06-18,0
CASEIROS,RS,RGE,0.8222,2026-01-01,2026-06-18,1
CIRIACO,RS,RGE,0.8222,2026-01-01,2026-06-18,1
IBIRAIARAS,RS,RGE,0.8222,2026-01-01,2026-06-18,1
MULITERNO,RS,RGE,0.8222,2026-01-01,2026-06-18,1
IBIRUBA,RS,RGE,0.8222,2026-01-01,2026-06-18,1
"SALDANHA MARINHO",RS,RGE,0.8222,2026-01-01,2026-06-18,1
"SANTA BARBARA DO SUL",RS,RGE,0.8222,2026-01-01,2026-06-18,1
JARI,RS,RGE,0.8222,2026-01-01,2026-06-18,1
"EUGENIO DE CASTRO",RS,RGE,0.8222,2026-01-01,2026-06-18,1
JOIA,RS,RGE,0.8222,2026-01-01,2026-06-18,1
"MARCELINO RAMOS",RS,RGE,0.8222,2026-01-01,2026-06-18,0
VIADUTOS,RS,RGE,0.8222,2026-01-01,2026-06-18,0
"MONTE BELO DO SUL",RS,RGE,0.8222,2026-01-01,2026-06-18,0
"SANTA TEREZA",RS,RGE,0.8222,2026-01-01,2026-06-18,1
"MUITOS CAPOES",RS,RGE,0.8222,2026-01-01,2026-06-18,0
VACARIA,RS,RGE,0.8222,2026-01-01,2026-06-18,0
"GRAMADO DOS LOUREIROS",RS,RGE,0.8222,2026-01-01,2026-06-18,0
NONOAI,RS,RGE,0.8222,2026-01-01,2026-06-18,0
"RIO DOS INDIOS",RS,RGE,0.8222,2026-01-01,2026-06-18,0
"TRES PALMEIRAS",RS,RGE,0.8222,2026-01-01,2026-06-18,0
"TRINDADE DO SUL",RS,RGE,0.8222,2026-01-01,2026-06-18,0
"NOVA ARACA",RS,RGE,0.8222,2026-01-01,2026-06-18,0
"NOVA BASSANO",RS,RGE,0.8222,2026-01-01,2026-06-18,0
"VISTA ALEGRE DO PRATA",RS,RGE,0.8222,2026-01-01,2026-06-18,0
"NOVA PETROPOLIS",RS,RGE,0.8222,2026-01-01,2026-06-18,0
"PICADA CAFE",RS,RGE,0.8222,2026-01-01,2026-06-18,0
"NOVA PRATA",RS,RGE,0.8222,2026-01-01,2026-06-18,0
"CACIQUE DOBLE",RS,RGE,0.8222,2026-01-01,2026-06-18,0
"PAIM FILHO",RS,RGE,0.8222,2026-01-01,2026-06-18,0
"SANTO EXPEDITO DO SUL",RS,RGE,0.8222,2026-01-01,2026-06-18,0
"SAO JOAO DA URTIGA",RS,RGE,0.8222,2026-01-01,2026-06-18,0
"TUPANCI DO SUL",RS,RGE,0.8222,2026-01-01,2026-06-18,0
"PALMEIRA DAS MISSOES",RS,RGE,0.8222,2026-01-01,2026-06-18,1
CAICARA,RS,RGE,0.8222,2026-01-01,2026-06-18,1
PALMITINHO,RS,RGE,0.8222,2026-01-01,2026-06-18,1
"PINHEIRINHO DO VALE",RS,RGE,0.8222,2026-01-01,2026-06-18,1
"VICENTE DUTRA",RS,RGE,0.8222,2026-01-01,2026-06-18,1
"VISTA ALEGRE",RS,RGE,0.8222,2026-01-01,2026-06-18,1
"DAVID CANABARRO",RS,RGE,0.8222,2026-01-01,2026-06-18,1
GUABIJU,RS,RGE,0.8222,2026-01-01,2026-06-18,0
PARAI,RS,RGE,0.8222,2026-01-01,2026-06-18,0
"SAO DOMINGOS DO SUL",RS,RGE,0.8222,2026-01-01,2026-06-18,0
"SAO JORGE",RS,RGE,0.8222,2026-01-01,2026-06-18,0
VANINI,RS,RGE,0.8222,2026-01-01,2026-06-18,1
COXILHA,RS,RGE,0.8222,2026-01-01,2026-06-18,1
"MATO CASTELHANO",RS,RGE,0.8222,2026-01-01,2026-06-18,1
"PASSO FUNDO",RS,RGE,0.8222,2026-01-01,2026-06-18,1
"VILA LANGARO",RS,RGE,0.8222,2026-01-01,2026-06-18,1
ALPESTRE,RS,RGE,0.8222,2026-01-01,2026-06-18,1
"AMETISTA DO SUL",RS,RGE,0.8222,2026-01-01,2026-06-18,1
IRAI,RS,RGE,0.8222,2026-01-01,2026-06-18,1
PLANALTO,RS,RGE,0.8222,2026-01-01,2026-06-18,1
"PORTO LUCENA",RS,RGE,0.8222,2026-01-01,2026-06-18,1
"PORTO XAVIER",RS,RGE,0.8222,2026-01-01,2026-06-18,1
"ANDRE DA ROCHA",RS,RGE,0.8222,2026-01-01,2026-06-18,0
"PROTASIO ALVES",RS,RGE,0.8222,2026-01-01,2026-06-18,0
"FORTALEZA DOS VALOS",RS,RGE,0.8222,2026-01-01,2026-06-18,1
"QUINZE DE NOVEMBRO",RS,RGE,0.8222,2026-01-01,2026-06-18,1
RIOZINHO,RS,RGE,0.8222,2026-01-01,2026-06-18,0
ROLANTE,RS,RGE,0.8222,2026-01-01,2026-06-18,0
"RONDA ALTA",RS,RGE,0.8222,2026-01-01,2026-06-18,1
RONDINHA,RS,RGE,0.8222,2026-01-01,2026-06-18,1
SARANDI,RS,RGE,0.8222,2026-01-01,2026-06-18,1
CHIAPETTA,RS,RGE,0.8222,2026-01-01,2026-06-18,1
INHACORA,RS,RGE,0.8222,2026-01-01,2026-06-18,1
"NOVA RAMADA",RS,RGE,0.8222,2026-01-01,2026-06-18,1
"SANTO AUGUSTO",RS,RGE,0.8222,2026-01-01,2026-06-18,1
"SAO VALERIO DO SUL",RS,RGE,0.8222,2026-01-01,2026-06-18,1
"SAO FRANCISCO DE PAULA",RS,RGE,0.8222,2026-01-01,2026-06-18,1
JABOTICABA,RS,RGE,0.8222,2026-01-01,2026-06-18,1
"LAJEADO DO BUGRE",RS,RGE,0.8222,2026-01-01,2026-06-18,1
"NOVO BARREIRO",RS,RGE,0.8222,2026-01-01,2026-06-18,1
"SAGRADA FAMILIA",RS,RGE,0.8222,2026-01-01,2026-06-18,1
"SAO JOSE DAS MISSOES",RS,RGE,0.8222,2026-01-01,2026-06-18,1
BARRACAO,RS,RGE,0.8222,2026-01-01,2026-06-18,0
MACHADINHO,RS,RGE,0.8222,2026-01-01,2026-06-18,0
"MAXIMILIANO DE ALMEIDA",RS,RGE,0.8222,2026-01-01,2026-06-18,0
"SAO JOSE DO OURO",RS,RGE,0.8222,2026-01-01,2026-06-18,0
"SAO LUIZ GONZAGA",RS,RGE,0.8222,2026-01-01,2026-06-18,1
"SAO MARCOS",RS,RGE,0.8222,2026-01-01,2026-06-18,0
"DEZESSEIS DE NOVEMBRO",RS,RGE,0.8222,2026-01-01,2026-06-18,1
PIRAPO,RS,RGE,0.8222,2026-01-01,2026-06-18,1
"SAO NICOLAU",RS,RGE,0.8222,2026-01-01,2026-06-18,1
"CRISTAL DO SUL",RS,RGE,0.8222,2026-01-01,2026-06-18,1
"DOIS IRMAOS DAS MISSOES",RS,RGE,0.8222,2026-01-01,2026-06-18,1
"ERVAL SECO",RS,RGE,0.8222,2026-01-01,2026-06-18,1
PINHAL,RS,RGE,0.8222,2026-01-01,2026-06-18,1
"RODEIO BONITO",RS,RGE,0.8222,2026-01-01,2026-06-18,1
SEBERI,RS,RGE,0.8222,2026-01-01,2026-06-18,1
"MARIANO MORO",RS,RGE,0.8222,2026-01-01,2026-06-18,0
"SEVERIANO DE ALMEIDA",RS,RGE,0.8222,2026-01-01,2026-06-18,0
"TRES ARROIOS",RS,RGE,0.8222,2026-01-01,2026-06-18,0
"ALTO ALEGRE",RS,RGE,0.8222,2026-01-01,2026-06-18,1
"CAMPOS BORGES",RS,RGE,0.8222,2026-01-01,2026-06-18,1
ESPUMOSO,RS,RGE,0.8222,2026-01-01,2026-06-18,1
"LAGOA DOS TRES CANTOS",RS,RGE,0.8222,2026-01-01,2026-06-18,1
TAPERA,RS,RGE,0.8222,2026-01-01,2026-06-18,1
TAQUARA,RS,RGE,0.8222,2026-01-01,2026-06-18,1
IGREJINHA,RS,RGE,0.8222,2026-01-01,2026-06-18,1
"TRES COROAS",RS,RGE,0.8222,2026-01-01,2026-06-18,0
"TRES PASSOS",RS,RGE,0.8222,2026-01-01,2026-06-18,1
TUPANCIRETA,RS,RGE,0.8222,2026-01-01,2026-06-18,1
"PORTO MAUA",RS,RGE,0.8222,2026-01-01,2026-06-18,0
TUPARENDI,RS,RGE,0.8222,2026-01-01,2026-06-18,1
VERANOPOLIS,RS,RGE,0.8222,2026-01-01,2026-06-18,0
CAMARGO,RS,RGE,0.8222,2026-01-01,2026-06-18,1
"VILA MARIA",RS,RGE,0.8222,2026-01-01,2026-06-18,1
SANANDUVA,RS,RGE,0.8222,2026-01-01,2026-06-18,1
ALEGRIA,RS,RGE,0.8222,2026-01-01,2026-06-18,1
INDEPENDENCIA,RS,RGE,0.8222,2026-01-01,2026-06-18,1
"SAO JOSE DO INHACORA",RS,RGE,0.8222,2026-01-01,2026-06-18,0
"TRES DE MAIO",RS,RGE,0.8222,2026-01-01,2026-06-18,1
"BARRA DO GUARITA",RS,RGE,0.8222,2026-01-01,2026-06-18,0
DERRUBADAS,RS,RGE,0.8222,2026-01-01,2026-06-18,0
"TENENTE PORTELA",RS,RGE,0.8222,2026-01-01,2026-06-18,1
"VISTA GAUCHA",RS,RGE,0.8222,2026-01-01,2026-06-18,0
CASCA,RS,RGE,0.8222,2026-01-01,2026-06-18,1
MONTAURI,RS,RGE,0.8222,2026-01-01,2026-06-18,1
"NOVA ALVORADA",RS,RGE,0.8222,2026-01-01,2026-06-18,1
"SANTO ANTONIO DO PALMA",RS,RGE,0.8222,2026-01-01,2026-06-18,1
JAQUIRANA,RS,RGE,0.8222,2026-01-01,2026-06-18,0
"SAO JOSE DOS AUSENTES",RS,RGE,0.8222,2026-01-01,2026-06-18,0
"NOVA HARTZ",RS,RGE,0.8222,2026-01-01,2026-06-18,0
PAROBE,RS,RGE,0.8222,2026-01-01,2026-06-18,0
"BOA VISTA DO BURICA",RS,RGE,0.8222,2026-01-01,2026-06-18,0
"BOM PROGRESSO",RS,RGE,0.8222,2026-01-01,2026-06-18,0
"CAMPO NOVO",RS,RGE,0.8222,2026-01-01,2026-06-18,1
HUMAITA,RS,RGE,0.8222,2026-01-01,2026-06-18,0
"NOVA CANDELARIA",RS,RGE,0.8222,2026-01-01,2026-06-18,0
"SAO MARTINHO",RS,RGE,0.8222,2026-01-01,2026-06-18,1
"SEDE NOVA",RS,RGE,0.8222,2026-01-01,2026-06-18,0
"ALTO FELIZ",RS,RGE,0.8222,2026-01-01,2026-06-18,0
FELIZ,RS,RGE,0.8222,2026-01-01,2026-06-18,0
"LINHA NOVA",RS,RGE,0.8222,2026-01-01,2026-06-18,0
"VALE REAL",RS,RGE,0.8222,2026-01-01,2026-06-18,0
"BARRA DO QUARAI",RS,"RGE SUL",,,,0
"CAMPO BOM",RS,"RGE SUL",,,,0
"FAZENDA VILANOVA",RS,"RGE SUL",,,,1
PAVERAMA,RS,"RGE SUL",,,,1
TABAI,RS,"RGE SUL",,,,1
TEUTONIA,RS,"RGE SUL",,,,1
LAGOAO,RS,"RGE SUL",,,,1
"PASSA SETE",RS,"RGE SUL",,,,0
SEGREDO,RS,"RGE SUL",,,,0
"DILERMANDO DE AGUIAR",RS,"RGE SUL",,,,0
"SAO MARTINHO DA SERRA",RS,"RGE SUL",,,,1
TRIUNFO,RS,"RGE SUL",,,,0
"SAO JOSE DO HORTENCIO",RS,"RGE SUL",,,,0
"ESTANCIA VELHA",RS,"RGE SUL",,,,0
SINIMBU,RS,"RGE SUL",,,,0
HERVEIRAS,RS,"RGE SUL",,,,0
"VALE DO SOL",RS,"RGE SUL",,,,0
COLINAS,RS,"RGE SUL",,,,1
IMIGRANTE,RS,"RGE SUL",,,,1
"CAPELA DE SANTANA",RS,"RGE SUL",,,,1
"MATO LEITAO",RS,"RGE SUL",,,,0
"SANTA CLARA DO SUL",RS,"RGE SUL",,,,1
MUCUM,RS,"RGE SUL",,,,0
"VESPASIANO CORREA",RS,"RGE SUL",,,,0
ARARICA,RS,"RGE SUL",,,,0
QUEVEDOS,RS,"RGE SUL",,,,1
TOROPI,RS,"RGE SUL",,,,0
MATA,RS,"RGE SUL",,,,0
"SAO VICENTE DO SUL",RS,"RGE SUL",,,,0
HARMONIA,RS,"RGE SUL",,,,1
"PARECI NOVO",RS,"RGE SUL",,,,0
BROCHIER,RS,"RGE SUL",,,,1
MARATA,RS,"RGE SUL",,,,1
"SALVADOR DO SUL",RS,"RGE SUL",,,,1
"SAO JOSE DO SUL",RS,"RGE SUL",,,,1
IVOTI,RS,"RGE SUL",,,,0
"LINDOLFO COLLOR",RS,"RGE SUL",,,,0
"PRESIDENTE LUCENA",RS,"RGE SUL",,,,0
"DOIS IRMAOS",RS,"RGE SUL",,,,0
"MORRO REUTER",RS,"RGE SUL",,,,0
"SANTA MARIA DO HERVAL",RS,"RGE SUL",,,,0
CAPITAO,RS,"RGE SUL",,,,1
"COQUEIRO BAIXO",RS,"RGE SUL",,,,1
"DOUTOR RICARDO",RS,"RGE SUL",,,,0
"NOVA BRESCIA",RS,"RGE SUL",,,,0
RELVADO,RS,"RGE SUL",,,,0
TRAVESSEIRO,RS,"RGE SUL",,,,1
"BOQUEIRAO DO LEAO",RS,"RGE SUL",,,,1
"GRAMADO XAVIER",RS,"RGE SUL",,,,1
"BOM PRINCIPIO",RS,"RGE SUL",,,,0
